סמל היישוב,שם יישוב,מחוז,נפה,צורת יישוב,מעמד מוניציפלי,אזור טבעי,אוכלוסייה - סך הכל,מזה: יהודים ואחרים,מזה: יהודים,מזה: ערבים,אשכול רשויות מקומיות
2016,רוויה,הצפון,יזרעאל,מושבים - לרבות כפרים שיתופיים,עמק המעיינות,עמק בית שאן,434,429,428,4,
1341,רוח מדבר,הדרום,באר שבע,מקום,רמת נגב,הר הנגב הצפוני,-,-,-,-,
362,רוחמה,הדרום,אשקלון,קיבוצים,שער הנגב,אזור אשקלון,643,643,609,-,
539,רומאנה,הצפון,,יישובים כפריים אחרים לא יהודיים,אל-בטוף,הרי נצרת-תירען,"1,182",-,-,"1,182",
997,רומת הייב,הצפון,,יישובים כפריים אחרים לא יהודיים,אל-בטוף,הרי נצרת-תירען,"1,979",-,-,"1,979",
3619,רועי,יהודה והשומרון,,מושבים - לרבות כפרים שיתופיים,ערבות הירדן,,168,168,168,-,
3782,רותם,יהודה והשומרון,,יישובים קהילתיים,ערבות הירדן,,207,207,207,-,
854,רחוב,הצפון,יזרעאל,מושבים - לרבות כפרים שיתופיים,עמק המעיינות,עמק בית שאן,399,399,399,-,
8400,רחובות,המרכז,רחובות,יישובים יהודיים 199999-100000 תושבים,עירייה,אזור רחובות,"138,379","138,018","130,702",361,
3822,רחלים,יהודה והשומרון,,יישובים קהילתיים,שומרון,,747,747,747,-,
540,ריחאנייה,הצפון,צפת,יישובים כפריים אחרים לא יהודיים,מרום הגליל,גליל עליון מזרחי,"1,199",1,-,"1,197",
3568,ריחן,יהודה והשומרון,יהודה ושומרון,מושבים שיתופיים,שומרון,,265,265,252,-,
542,ריינה,הצפון,,יישובים לא יהודיים 19999-10000 תושבים,מועצה מקומית,הרי נצרת-תירען,"18,702",25,11,"18,677",
3565,רימונים,יהודה והשומרון,,יישובים קהילתיים,מטה בנימין,,675,671,635,5,
616,רינתיה,המרכז,פתח תקווה,מושבים - לרבות כפרים שיתופיים,חבל מודיעין,אזור פתח תקווה,"1,179","1,179","1,160",-,
922,רכסים,חיפה,חיפה,יישובים יהודיים 19999-10000 תושבים,מועצה מקומית,אזור חיפה,"11,838","11,838","11,821",-,
1069,רם-און,הצפון,יזרעאל,מושבים - לרבות כפרים שיתופיים,הגלבוע,עמק יזרעאל,981,982,971,-,
4702,רמות,הצפון,גולן,מושבים - לרבות כפרים שיתופיים,גולן,גולן תיכוני,543,543,534,-,
206,רמות השבים,המרכז,פתח תקווה,יישובים כפריים אחרים יהודיים,דרום השרון,דרום השרון,"1,705","1,704","1,684",1,
735,רמות מאיר,המרכז,רמלה,מושבים - לרבות כפרים שיתופיים,גזר,אזור רמלה,748,748,744,-,
445,רמות מנשה,הצפון,יזרעאל,קיבוצים,מגידו,רמת מנשה,"1,145","1,145","1,122",1,
372,רמות נפתלי,הצפון,צפת,מושבים - לרבות כפרים שיתופיים,מבואות החרמון,גליל עליון מזרחי,557,557,538,-,
8500,רמלה,המרכז,רמלה,יישובים יהודיים 99999-50000 תושבים,עירייה,אזור רמלה,"75,668","58,046","54,415","17,622",
8600,רמת גן,תל אביב,,יישובים יהודיים 199999-100000 תושבים,עירייה,אזור רמת גן,"156,277","155,902","146,875",375,
135,רמת דוד,הצפון,יזרעאל,קיבוצים,עמק יזרעאל,עמק יזרעאל,494,493,484,1,
184,רמת הכובש,המרכז,פתח תקווה,קיבוצים,דרום השרון,דרום השרון,"1,082","1,082","1,046",-,
335,רמת השופט,הצפון,יזרעאל,קיבוצים,מגידו,רמת מנשה,"1,049","1,049",983,-,
2650,רמת השרון,תל אביב,תל אביב,יישובים יהודיים 49999-20000 תושבים,עירייה,אזור תל אביב,"46,019","45,963","45,327",56,
178,רמת יוחנן,חיפה,חיפה,קיבוצים,זבולון,אזור חיפה,969,968,934,-,
122,רמת ישי,הצפון,יזרעאל,יישובים יהודיים 9999-5000 תושבים,מועצה מקומית,אזור יקנעם,"7,697","7,696","7,573",2,
4701,רמת מגשימים,הצפון,גולן,מושבים שיתופיים,גולן,גולן דרומי,634,634,634,-,
339,רמת צבי,הצפון,יזרעאל,מושבים - לרבות כפרים שיתופיים,הגלבוע,רמת כוכב,659,654,645,5,
460,רמת רזיאל,ירושלים,ירושלים,מושבים - לרבות כפרים שיתופיים,מטה יהודה,הרי יהודה,644,644,631,-,
127,רמת רחל,ירושלים,ירושלים,קיבוצים,מטה יהודה,הרי יהודה,519,520,508,-,
789,רנן,הדרום,באר שבע,מושבים - לרבות כפרים שיתופיים,מרחבים,אזור בשור,661,661,654,-,
713,רעים,הדרום,באר שבע,קיבוצים,אשכול,אזור בשור,416,415,383,1,
8700,רעננה,המרכז,פתח תקווה,יישובים יהודיים 99999-50000 תושבים,עירייה,דרום השרון,"72,810","72,727","70,998",83,
1228,רקפת,הצפון,עכו,יישובים קהילתיים,משגב,אזור שפרעם,"1,012","1,008",990,4,
247,רשפון,המרכז,השרון,מושבים - לרבות כפרים שיתופיים,חוף השרון,מערב השרון,"1,463","1,461","1,427",1,
437,רשפים,הצפון,יזרעאל,קיבוצים,עמק המעיינות,עמק בית שאן,969,969,951,-,
1260,רתמים,הדרום,באר שבע,מושבים שיתופיים,רמת נגב,הר הנגב הצפוני,480,480,479,-,
324,שאר ישוב,הצפון,צפת,מושבים - לרבות כפרים שיתופיים,מבואות החרמון,עמק חולה,665,663,636,1,
1377,שבי דרום,הדרום,באר שבע,מקום,מרחבים,אזור גרר,-,-,-,-,
282,שבי ציון,הצפון,עכו,מושבים שיתופיים,מטה אשר,אזור נהרייה,"1,083","1,083","1,063",-,
3571,שבי שומרון,יהודה והשומרון,,יישובים קהילתיים,שומרון,,900,900,898,-,
913,שבלי - אום אל-גנם,הצפון,יזרעאל,יישובים לא יהודיים 9999-5000 תושבים,מועצה מקומית,הרי נצרת-תירען,"5,896",4,-,"5,892",
1286,שגב-שלום,הדרום,באר שבע,יישובים לא יהודיים 9999-5000 תושבים,מועצה מקומית,אזור באר שבע,"9,897",2,1,"9,895",
721,שדה אילן,הצפון,כנרת,מושבים - לרבות כפרים שיתופיים,הגליל התחתון,גליל תחתון מזרחי,574,574,574,-,
304,שדה אליהו,הצפון,יזרעאל,קיבוצים,עמק המעיינות,עמק בית שאן,659,659,658,-,
861,שדה אליעזר,הצפון,צפת,מושבים - לרבות כפרים שיתופיים,מבואות החרמון,עמק חולה,818,817,807,1,
885,שדה בוקר,הדרום,באר שבע,קיבוצים,רמת נגב,הר הנגב הצפוני,432,433,413,-,
36,שדה דוד,הדרום,אשקלון,מושבים - לרבות כפרים שיתופיים,לכיש,אזור לכיש,508,507,499,-,
284,שדה ורבורג,המרכז,פתח תקווה,מושבים - לרבות כפרים שיתופיים,דרום השרון,דרום השרון,"1,489","1,489","1,471",-,
293,שדה יואב,הדרום,אשקלון,קיבוצים,יואב,אזור מלאכי,462,461,444,-,
142,שדה יעקב,הצפון,יזרעאל,מושבים - לרבות כפרים שיתופיים,עמק יזרעאל,אזור יקנעם,"1,100","1,100","1,098",-,
2008,שדה יצחק,חיפה,חדרה,מושבים - לרבות כפרים שיתופיים,מנשה,אזור חדרה,667,663,631,4,
18,שדה משה,הדרום,אשקלון,מושבים - לרבות כפרים שיתופיים,לכיש,אזור לכיש,765,764,758,1,
259,שדה נחום,הצפון,יזרעאל,קיבוצים,עמק המעיינות,עמק בית שאן,681,681,665,-,
329,שדה נחמיה,הצפון,צפת,קיבוצים,הגליל העליון,עמק חולה,"1,215","1,214","1,183",1,
1058,שדה ניצן,הדרום,באר שבע,מושבים - לרבות כפרים שיתופיים,אשכול,אזור בשור,337,337,334,-,
739,שדה עוזיהו,הדרום,אשקלון,מושבים - לרבות כפרים שיתופיים,באר טוביה,אזור מלאכי,"1,528","1,527","1,517",1,
2049,שדה צבי,הדרום,באר שבע,מושבים - לרבות כפרים שיתופיים,מרחבים,אזור גרר,652,652,649,-,
327,שדות ים,חיפה,חדרה,קיבוצים,חוף הכרמל,אזור חדרה,"1,032","1,032",995,-,
27,שדות מיכה,ירושלים,ירושלים,מושבים - לרבות כפרים שיתופיים,מטה יהודה,שפלת יהודה,398,397,395,-,
1223,שדי אברהם,הדרום,באר שבע,מושבים - לרבות כפרים שיתופיים,אשכול,אזור בשור,357,357,352,-,
2015,שדי חמד,המרכז,פתח תקווה,מושבים - לרבות כפרים שיתופיים,דרום השרון,דרום השרון,"1,006","1,005",991,1,
2057,שדי תרומות,הצפון,יזרעאל,מושבים - לרבות כפרים שיתופיים,עמק המעיינות,עמק בית שאן,449,449,446,-,
555,שדמה,המרכז,רחובות,מושבים - לרבות כפרים שיתופיים,גדרות,אזור רחובות,622,622,617,-,
306,שדמות דבורה,הצפון,כנרת,מושבים - לרבות כפרים שיתופיים,הגליל התחתון,גליל תחתון מזרחי,703,703,690,-,
3578,שדמות מחולה,יהודה והשומרון,,מושבים שיתופיים,ערבות הירדן,,652,652,651,-,
1031,שדרות,הדרום,אשקלון,יישובים יהודיים 49999-20000 תושבים,עירייה,אזור אשקלון,"25,138","25,007","23,559",131,
741,שואבה,ירושלים,ירושלים,מושבים - לרבות כפרים שיתופיים,מטה יהודה,הרי יהודה,625,625,612,-,
761,שובה,הדרום,באר שבע,מושבים - לרבות כפרים שיתופיים,שדות נגב,אזור גרר,667,667,667,-,
394,שובל,הדרום,באר שבע,קיבוצים,בני שמעון,אזור גרר,754,753,704,-,
1304,שוהם,המרכז,רמלה,יישובים יהודיים 49999-20000 תושבים,מועצה מקומית,אזור רמלה,"20,928","20,926","20,773",2,
614,שומרה,הצפון,עכו,מושבים - לרבות כפרים שיתופיים,מעלה יוסף,אזור אילון,344,340,338,4,
1265,שומרייה,הדרום,באר שבע,קיבוצים,בני שמעון,אזור באר שבע,720,720,720,-,
415,שוקדה,הדרום,באר שבע,מושבים - לרבות כפרים שיתופיים,שדות נגב,אזור גרר,512,512,509,-,
456,שורש,ירושלים,ירושלים,מושבים שיתופיים,מטה יהודה,הרי יהודה,"1,243","1,243","1,203",-,
1235,שורשים,הצפון,עכו,מושבים שיתופיים,משגב,אזור כרמיאל,491,491,485,-,
224,שושנת העמקים,המרכז,השרון,יישובים כפריים אחרים יהודיים,עמק חפר,מערב השרון,501,501,492,-,
527,שזור,הצפון,עכו,מושבים - לרבות כפרים שיתופיים,מרום הגליל,אזור כרמיאל,322,318,314,4,
7,שחר,הדרום,אשקלון,מושבים - לרבות כפרים שיתופיים,לכיש,אזור לכיש,848,848,840,-,
1266,שחרות,הדרום,באר שבע,יישובים קהילתיים,חבל אילות,הר הנגב הדרומי,135,135,124,-,
865,שיבולים,הדרום,באר שבע,מושבים - לרבות כפרים שיתופיים,שדות נגב,אזור גרר,329,329,327,-,
1267,שיטים,הדרום,באר שבע,מקום,חבל אילות,הר הנגב הדרומי,-,-,-,-,
658,שייח' דנון,הצפון,עכו,יישובים לא יהודיים 4999-2000 תושבים,מטה אשר,אזור יחיעם,"2,798",2,-,"2,796",
3641,שילה,יהודה והשומרון,,יישובים יהודיים 4999-2000 תושבים,מטה בנימין,,"3,988","3,988","3,987",-,
1165,שילת,המרכז,רמלה,מושבים - לרבות כפרים שיתופיים,חבל מודיעין,אזור מודיעין,739,739,730,-,
1160,שכניה,הצפון,עכו,יישובים קהילתיים,משגב,אזור שפרעם,796,796,792,-,
873,שלווה,הדרום,אשקלון,מושבים - לרבות כפרים שיתופיים,שפיר,אזור לכיש,456,456,449,-,
1373,שלווה במדבר,הדרום,באר שבע,מקום,רמת נגב,הר הנגב הצפוני,-,-,-,-,
439,שלוחות,הצפון,יזרעאל,קיבוצים,עמק המעיינות,עמק בית שאן,464,464,464,-,
812,שלומי,הצפון,עכו,יישובים יהודיים 9999-5000 תושבים,מועצה מקומית,אזור נהרייה,"6,188","6,110","5,683",78,
1364,שלומית,הדרום,באר שבע,יישובים קהילתיים,אשכול,אזור בשור,261,261,261,-,
1793,שלומציון,יהודה והשומרון,,מוקד תעסוקה,ערבות הירדן,,-,-,-,-,
366,שמיר,הצפון,צפת,קיבוצים,הגליל העליון,עמק חולה,905,905,853,-,
3784,שמעה,יהודה והשומרון,,יישובים קהילתיים,הר חברון,,649,649,646,-,
432,שמרת,הצפון,עכו,קיבוצים,מטה אשר,אזור עכו,513,512,500,-,
1337,שמשית,הצפון,יזרעאל,יישובים יהודיים 4999-2000 תושבים,עמק יזרעאל,הרי נצרת-תירען,"2,562","2,561","2,545",-,
1287,שני,הדרום,באר שבע,יישובים קהילתיים,,אזור באר שבע,540,540,470,-,
1132,שניר,הצפון,צפת,קיבוצים,הגליל העליון,עמק חולה,545,544,535,1,
538,שעב,הצפון,עכו,יישובים לא יהודיים 9999-5000 תושבים,מועצה מקומית,אזור שפרעם,"6,800",2,-,"6,798",
4009,שעל,הצפון,גולן,מושבים - לרבות כפרים שיתופיים,גולן,גולן צפוני,255,255,249,-,
856,שעלבים,המרכז,רמלה,קיבוצים,גזר,אזור מודיעין,"1,793","1,792","1,792",1,
661,שער אפרים,המרכז,השרון,מושבים - לרבות כפרים שיתופיים,לב השרון,מזרח השרון,"1,858","1,852","1,828",5,
264,שער הגולן,הצפון,כנרת,קיבוצים,עמק הירדן,כנרות,552,551,534,-,
237,שער העמקים,חיפה,חיפה,קיבוצים,זבולון,אזור חיפה,711,711,679,-,
921,שער מנשה,חיפה,חדרה,יישובים מוסדיים יהודיים,מנשה,אזור חדרה,586,523,508,63,
3720,שערי תקווה,יהודה והשומרון,,יישובים יהודיים 9999-5000 תושבים,שומרון,,"5,921","5,919","5,775",2,
232,שפיים,המרכז,השרון,קיבוצים,חוף השרון,מערב השרון,"1,266","1,265","1,249",1,
692,שפיר,הדרום,אשקלון,מושבים - לרבות כפרים שיתופיים,שפיר,אזור מלאכי,893,894,888,-,
846,שפר,הצפון,צפת,מושבים - לרבות כפרים שיתופיים,מרום הגליל,גליל עליון מזרחי,386,385,374,1,
8800,שפרעם,הצפון,עכו,יישובים לא יהודיים 49999-20000 תושבים,עירייה,אזור שפרעם,"41,024",143,99,"40,882",
3649,שקד,יהודה והשומרון,יהודה ושומרון,יישובים קהילתיים,שומרון,,936,936,910,-,
1233,שקף,הדרום,אשקלון,מושבים - לרבות כפרים שיתופיים,לכיש,אזור לכיש,426,425,424,-,
292,שרונה,הצפון,כנרת,מושבים - לרבות כפרים שיתופיים,הגליל התחתון,גליל תחתון מזרחי,572,572,565,-,
1114,שריגים (לי-און),ירושלים,ירושלים,יישובים כפריים אחרים יהודיים,מטה יהודה,שפלת יהודה,"1,076","1,076","1,054",-,
126,שריד,הצפון,יזרעאל,קיבוצים,עמק יזרעאל,עמק יזרעאל,863,863,841,-,
398,שרשרת,הדרום,באר שבע,מושבים - לרבות כפרים שיתופיים,שדות נגב,אזור גרר,296,296,296,-,
1045,שתולה,הצפון,עכו,מושבים - לרבות כפרים שיתופיים,מעלה יוסף,אזור אילון,280,280,278,-,
763,שתולים,הדרום,אשקלון,מושבים 4999-2000 תושבים,באר טוביה,אזור מלאכי,"2,002","2,001","1,983",-,
2062,תאשור,הדרום,באר שבע,מושבים - לרבות כפרים שיתופיים,בני שמעון,אזור גרר,429,429,420,-,
2061,תדהר,הדרום,באר שבע,מושבים - לרבות כפרים שיתופיים,בני שמעון,אזור גרר,615,615,607,-,
1172,תובל,הצפון,עכו,קיבוצים,משגב,אזור יחיעם,315,312,293,2,
3558,תומר,יהודה והשומרון,,מושבים - לרבות כפרים שיתופיים,ערבות הירדן,,266,266,264,-,
1083,תושייה,הדרום,באר שבע,יישובים כפריים אחרים יהודיים,שדות נגב,אזור גרר,"1,005","1,005","1,004",-,
163,תימורים,הדרום,אשקלון,מושבים שיתופיים,באר טוביה,אזור מלאכי,791,791,784,-,
10,תירוש,ירושלים,ירושלים,מושבים - לרבות כפרים שיתופיים,מטה יהודה,שפלת יהודה,502,502,502,-,
5000,תל אביב -יפו,תל אביב,תל אביב,יישובים יהודיים 499999-200000 תושבים,עירייה,אזור תל אביב,"443,939","424,240","401,455","19,700",
1707,תל חי (מכללה),הצפון,צפת,מוקד תעסוקה,הגליל העליון,עמק חולה,-,-,-,-,
84,תל יוסף,הצפון,יזרעאל,קיבוצים,הגלבוע,עמק חרוד,550,550,535,-,
287,תל יצחק,המרכז,השרון,קיבוצים,חוף השרון,מערב השרון,"1,029","1,023",910,6,
154,תל מונד,המרכז,השרון,יישובים יהודיים 19999-10000 תושבים,מועצה מקומית,מערב השרון,"12,605","12,599","12,450",6,
103,תל עדשים,הצפון,יזרעאל,מושבים - לרבות כפרים שיתופיים,עמק יזרעאל,עמק יזרעאל,"1,483","1,474","1,439",9,
719,תל קציר,הצפון,כנרת,קיבוצים,עמק הירדן,כנרות,382,382,370,-,
1054,תל שבע,הדרום,באר שבע,יישובים לא יהודיים 19999-10000 תושבים,מועצה מקומית,אזור באר שבע,"19,748",27,17,"19,721",
1283,תל תאומים,הצפון,יזרעאל,יישובים קהילתיים,עמק המעיינות,עמק בית שאן,561,561,560,-,
3719,תלם,יהודה והשומרון,,מושבים שיתופיים,הר חברון,,391,391,389,-,
1051,תלמי אליהו,הדרום,באר שבע,מושבים - לרבות כפרים שיתופיים,אשכול,אזור בשור,303,303,301,-,
2003,תלמי אלעזר,חיפה,חדרה,מושבים - לרבות כפרים שיתופיים,מנשה,אזור חדרה,862,862,853,-,
2050,"תלמי ביל""ו",הדרום,באר שבע,מושבים - לרבות כפרים שיתופיים,מרחבים,אזור גרר,485,484,481,-,
1237,תלמי יוסף,הדרום,באר שבע,מושבים - לרבות כפרים שיתופיים,אשכול,אזור בשור,321,320,315,-,
727,תלמי יחיאל,הדרום,אשקלון,מושבים - לרבות כפרים שיתופיים,באר טוביה,אזור מלאכי,986,987,981,-,
744,תלמי יפה,הדרום,אשקלון,מושבים שיתופיים,חוף אשקלון,אזור אשקלון,827,827,789,-,
814,תלמים,הדרום,אשקלון,מושבים - לרבות כפרים שיתופיים,לכיש,אזור לכיש,888,887,884,-,
1244,תמרת,הצפון,יזרעאל,יישובים קהילתיים,עמק יזרעאל,הרי נצרת-תירען,"1,275","1,271","1,251",5,
2002,תנובות,המרכז,השרון,מושבים - לרבות כפרים שיתופיים,לב השרון,מערב השרון,838,838,829,-,
752,תעוז,ירושלים,ירושלים,מושבים - לרבות כפרים שיתופיים,מטה יהודה,שפלת יהודה,598,599,595,-,
1744,תעשיון בינימין*,המרכז,פתח תקווה,מוקד תעסוקה,דרום השרון,דרום השרון,-,-,-,-,
1709,תעשיון דלתון,הצפון,צפת,מוקד תעסוקה,מרום הגליל,גליל עליון מזרחי,-,-,-,-,
1741,תעשיון השרון,המרכז,השרון,מוקד תעסוקה,לב השרון,מערב השרון,-,-,-,-,
1750,תעשיון חבל יבנה,המרכז,רחובות,מוקד תעסוקה,חבל יבנה,אזור רחובות,-,-,-,-,
1742,תעשיון חצב*,המרכז,פתח תקווה,מוקד תעסוקה,דרום השרון,דרום השרון,-,-,-,-,
1754,תעשיון מבצע*,הדרום,אשקלון,מוקד תעסוקה,באר טוביה,אזור מלאכי,-,-,-,-,
1794,תעשיון מיתרים,יהודה והשומרון,,מוקד תעסוקה,הר חברון,,-,-,-,-,
1749,תעשיון צריפין,המרכז,רמלה,מוקד תעסוקה,עמק לוד,אזור רמלה,-,-,-,-,
1755,תעשיון ראם*,הדרום,אשקלון,מוקד תעסוקה,יואב,אזור מלאכי,-,-,-,-,
1792,"תעשיון שח""ק",יהודה והשומרון,יהודה ושומרון,מוקד תעסוקה,שומרון,,-,-,-,-,
1714,תעשיות גליל תחתון,הצפון,כנרת,מוקד תעסוקה,הגליל התחתון,כנרות,-,-,-,-,
709,תפרח,הדרום,באר שבע,מושבים 4999-2000 תושבים,מרחבים,אזור בשור,"2,236","2,235","2,232",-,
665,תקומה,הדרום,באר שבע,מושבים - לרבות כפרים שיתופיים,שדות נגב,אזור גרר,677,677,677,-,
3563,תקוע,יהודה והשומרון,,יישובים יהודיים 4999-2000 תושבים,גוש עציון,,"3,750","3,749","3,711",1,
1346,תרבין א-צאנע (יישוב)*,הדרום,באר שבע,יישובים כפריים אחרים לא יהודיים,אל קסום,אזור באר שבע,565,6,6,559,
778,תרום,ירושלים,ירושלים,מושבים - לרבות כפרים שיתופיים,מטה יהודה,שפלת יהודה,870,870,870,-,
